"ID","Regen_Plot","COUNT.TOTAL","Species","X5yr","X6yr","X7yr","X8yr","X9yr","X10yr","X11yr","X12yr","._sprouts","DBH..cm.","talst_age","tallest_ht_cm","tallest_lastyr_cm"
2203,"ELK2012403",NA,"CHCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.2",NA,210,30
2204,"ELK2012403",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.1",NA,310,16
2205,"ELK2012403",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.3",NA,300,30
2206,"ELK2012403",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,6
2207,"ELK2012403",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,6
2208,"ELK2012403",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,15
2209,"ELK2012403",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.7",NA,160,72
2210,"ELK2012403",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,6.5
2211,"ELK2012403",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,10
2212,"ELK2012403",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,6
2213,"ELK2012403",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,4
2214,"ELK2012403",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.1",NA,160,10
2215,"ELK2012403",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,7
2216,"ELK2012403",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,26
2217,"ELK2012403",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4",NA,140,20
2218,"ELK2012586",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,14
2219,"ELK2012586",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6",NA,160,18
2220,"ELK2012586",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,15
2221,"ELK2012586",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,19
2222,"ELK2012586",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,10
2223,"ELK2012586",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,15
2224,"ELK2012586",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,22
2225,"ELK2012586",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,5.5
2226,"ELK2012586",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,15
2227,"ELK2012586",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,15
2228,"ELK2012119",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,230,45
2229,"ELK2012119",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5",NA,325,25
2230,"ELK2012119",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,10
2231,"ELK2012119",NA,"QUKE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,12
2232,"ELK2012119",NA,"QUKE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,3
2233,"ELK2012119",NA,"QUKE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40
2234,"ELK2012119",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0
2235,"ELK2012119",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0
2236,"ELK2012566",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.7",NA,160,9
2237,"ELK2012566",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,0
2238,"ELK2012625",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.9",NA,225,17
2239,"ELK2012625",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.5",NA,250,30
2240,"ELK2012625",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.8",NA,375,12
2241,"ELK2012625",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,35
2242,"ELK2012625",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.3",NA,250,35
2243,"ELK2012625",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.5",NA,270,20
2244,"ELK2012625",NA,"CHCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.8",NA,150,22
2245,"ELK2012625",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.2",NA,300,45
2246,"ELK2012625",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.4",NA,200,14
2247,"ELK2012625",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.7",NA,160,50
2248,"ELK2012625",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.1",NA,300,14
2249,"ELK2012625",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.8",NA,160,50
2250,"ELK2012625",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.2",NA,300,20
2251,"ELK2012625",NA,"CHCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,16
2252,"ELK2012625",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,11
2253,"ELK2012625",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.6",NA,300,31
2254,"ELK2012625",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,10
2255,"ELK2012625",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.3",NA,450,38
2256,"ELK2012625",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.1",NA,325,11
2257,"ELK2012625",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.8",NA,260,11
2258,"ELK2012625",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5",NA,220,40
2259,"ELK2012625",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.6",NA,30,27
2260,"ELK2012800",NA,"QUKE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.5",NA,165,23
2261,"ELK2012800",NA,"QUKE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3",NA,140,21
2262,"ELK2012721",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.3",NA,270,20
2263,"ELK2012721",NA,"QUKE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5",NA,230,35
2264,"ELK2012721",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.3",NA,230,13
2265,"ELK2012721",NA,"QUKE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.3",NA,350,52
2266,"ELK2012721",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.7",NA,245,23
2267,"ELK2012721",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,225,40
2268,"ELK2012721",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.3",NA,180,30
2269,"ELK2012721",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.3",NA,180,35
2270,"ELK2012721",NA,"QUKE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,27
2271,"ELK2012721",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,6
2272,"ELK2012721",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.8",NA,100,15
2273,"ELK2012721",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.9",NA,420,45
2274,"ELK2012721",NA,"QUKE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.6",NA,310,58
2275,"ELK2012721",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,4
2276,"ELK2012721",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,20,23
2277,"ELK2012721",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,240,22
2278,"ELK2012721",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,39
2279,"ELK2012721",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,320,21
2280,"ELK2012721",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,245,57
2281,"ELK2012721",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.7",NA,250,20
2282,"ELK2012721",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,47.5
2283,"ELK2012721",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.3",NA,100,28
2284,"ELK2012721",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,330,26
2285,"ELK2012629",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,300,45
2286,"ELK2012629",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.9",NA,310,41
2287,"ELK2012629",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,24
2288,"ELK2012629",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,139,12
2289,"ELK2012629",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.7",NA,170,20
2290,"ELK2012629",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,27
2291,"ELK2012629",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.8",NA,320,32
2292,"ELK2012658",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,20
2293,"ELK2012658",NA,"CHCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,7.5
2294,"ELK2012658",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.6",NA,225,5
2295,"ELK2012658",NA,"CHCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,14
2296,"ELK2012658",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.2",NA,225,5.1
2297,"ELK2012658",NA,"CHCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,4
2298,"ELK2012658",NA,"CHCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,24
2299,"ELK2012658",NA,"CHCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3",NA,145,32
2300,"ELK2012658",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.8",NA,160,18
2301,"ELK2012658",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.7",NA,190,21
2302,"ELK2012658",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.7",NA,300,24
2303,"ELK2012658",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.8",NA,260,11
2304,"ELK2012658",NA,"CHCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,4
2305,"ELK2012658",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,200,24
2306,"ELK2012658",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,16
2307,"ELK2012749",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,14
2308,"ELK2012749",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6",NA,160,19
2309,"ELK2012749",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,14.5
2310,"ELK2012749",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,50
2311,"ELK2012749",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5",NA,250,19
2312,"ELK2012749",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,15
2313,"ELK2012749",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.9",NA,350,32
2314,"ELK2012749",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.1",NA,400,41
2315,"ELK2012749",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,10
2316,"ELK2012719",NA,"QUKE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.4",NA,300,36
2317,"ELK2012719",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,8
2318,"ELK2012750",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA
2319,"ELK2012750",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,6
2320,"ELK2012750",NA,"QUKE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,40
2321,"ELK2012750",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,24
2322,"ELK2012750",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,25
2323,"ELK2012828",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.3",NA,240,32
2324,"ELK2012828",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.5",NA,275,54
2325,"ELK2012828",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.8",NA,230,22
2326,"ELK2012828",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,40
2327,"ELK2012828",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.3",NA,250,38
2328,"ELK2012828",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.7",NA,210,30
2329,"ELK2012828",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,10.5
2330,"ELK2012828",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5",NA,190,33
2331,"ELK2012828",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4",NA,150,6.5
2332,"ELK2012828",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.1",NA,225,18
2333,"ELK2012828",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,12
2334,"ELK2012828",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.7",NA,145,35
2335,"ELK2012828",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.8",NA,230,27
2336,"ELK2012828",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,138,33
2337,"ELK2012828",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.7",NA,200,17
2338,"ELK2012828",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.8",NA,200,15
2339,"ELK2012828",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,15
2340,"ELK2012828",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,18
2341,"ELK2012829",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,6
2342,"ELK2012829",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,8
2343,"ELK2012829",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.1",NA,300,35
2344,"ELK2012829",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.9",NA,300,42
2345,"ELK2012829",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.3",NA,375,24
2346,"ELK2012829",NA,"ACMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.3",NA,500,45
2347,"ELK2012829",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,22
2348,"ELK2012829",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,13
2349,"ELK2012829",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.8",NA,275,16
2350,"ELK2012829",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,150,10
2351,"ELK2012829",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.8",NA,155,42
2352,"ELK2012829",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.4",NA,370,75
2353,"ELK2012829",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.1",NA,350,53
2354,"ELK2012829",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,6
2355,"ELK2012856",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,3
2356,"ELK2012857",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.2",NA,310,35
2357,"ELK2012857",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.8",NA,250,34
2358,"ELK2012857",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,33
2359,"ELK2012857",NA,"QUKE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,450,40
2360,"ELK2012857",NA,"QUKE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,350,45
2361,"ELK2012857",NA,"QUKE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",NA,350,40
2362,"ELK2012857",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.2",NA,250,30
2363,"ELK2012799",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,130,13
2364,"ELK2012624",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,12
2365,"ELK2012624",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,17
2366,"ELK2012624",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6",NA,190,24
2367,"ELK2012624",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3",NA,140,6.5
2368,"ELK2012624",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,15
2369,"ELK2012624",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.4",NA,190,26
2370,"ELK2012624",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,22
2371,"ELK2012624",NA,"QUKE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.2",NA,300,40
2372,"ELK2012624",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,24
2373,"ELK2012624",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.25",NA,140,38
2374,"ELK2012624",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,4
2375,"ELK2012624",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA
2376,"ELK2012624",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,22
2377,"ELK2012624",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3",NA,140,24
2378,"ELK2012624",NA,"QUKE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,260,73
2379,"ELK2012624",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,22
2380,"ELK2012801",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.3",NA,240,38
2381,"ELK2012801",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.7",NA,180,32
2382,"ELK2012801",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.3",NA,250,32
2383,"ELK2012801",NA,"CHCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,1
2384,"ELK2012801",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,7
2385,"ELK2012801",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,10
2386,"ELK2012801",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.1",NA,225,21
2387,"ELK2012801",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6",NA,215,24
2388,"ELK2012801",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.7",NA,250,16
2389,"ELK2012801",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.8",NA,225,12
2390,"ELK2012587",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,9.5
2391,"ELK2012587",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,5
2392,"ELK2012587",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5",NA,150,13
2393,"ELK2012587",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,170,0.5
2394,"ELK2012587",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,225,24.5
2395,"ELK2012587",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,25
2396,"ELK2012587",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.1",NA,190,15
2397,"ELK2012587",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,7
2398,"ELK2012587",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.3",NA,210,14.5
2399,"ELK2012587",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,170,12.5
2400,"ELK2012587",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,5.5
2401,"ELK2012587",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,150,5
2402,"ELK2012564",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,4
2403,"ELK2012564",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.1",NA,170,20
2404,"ELK2012512",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,23
2405,"ELK2012512",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,3.5
2406,"ELK2012512",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,2
2407,"ELK2012512",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,2.5
2408,"ELK2012536",NA,"CHCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.1",NA,275,0.6
2409,"ELK2012536",NA,"CHCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.3",NA,300,1
2410,"ELK2012717",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.7",NA,250,23
2411,"ELK2012717",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,30
2412,"ELK2012717",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,200,32
2413,"ELK2012717",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.4",NA,250,2
2414,"ELK2012717",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,170,17
2415,"ELK2012717",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4",NA,140,2
2416,"ELK2012717",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5",NA,200,32
2417,"ELK2012717",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,100,27
2418,"ELK2012717",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.9",NA,250,39
2419,"ELK2012717",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,170,26.5
2420,"ELK2012717",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.4",NA,250,18
2421,"ELK2012717",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.6",NA,225,10
2422,"ELK2012717",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.6",NA,220,18
2423,"ELK2012717",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,22
2424,"ELK2012717",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.3",NA,235,16
2425,"ELK2012717",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,17
2426,"ELK2012717",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,145,22
2427,"ELK2012717",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.8",NA,155,36
2428,"ELK2012717",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,6
2429,"ELK2012652",NA,"CHCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,24
2430,"ELK2012653",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,300,19
2431,"ELK2012772",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,10
2432,"ELK2012772",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,4
2433,"ELK2012772",NA,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,190,38
2434,"ELK2012771",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,14
2435,"ELK2012771",NA,"QUGA4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,12
2436,"ELK2012690",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,6.5
2437,"ELK2012690",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5",NA,160,25
2438,"ELK2012690",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,6.5
2439,"ELK2012690",NA,"ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,15
2440,"ELK2012690",NA,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,15
