"ID","Regen_Plot","DBH..cm.","type","Species","X3.yr","X4yr","X5yr","X6yr","X7yr","X8yr","X9yr","X10yr","X11.yr","seed_veg_plant","tallest_ht_cm","tallest_age","tallest_lastyr_cm","number_sprouts","age","possibly_survived_fire"
1133,"BST1100185","2.0","c","ABMA",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",160,10,5,NA,NA,NA
1134,"BST1100185","4.5","c","ABMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",210,15,6,NA,NA,NA
1135,"BST1100185","5.1","c","ABMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",300,14,7,NA,NA,NA
1136,"BST1100205","6.1","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",450,15,10,NA,NA,NA
1137,"BST1100205","2.4","c","ABCO",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",200,10,12,NA,NA,NA
1138,"BST1100205","5.2","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",370,14,15,NA,NA,NA
1139,"BST1100205","3.0","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",200,11,15,NA,NA,NA
1140,"BST1100205","4.5","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",250,13,11,NA,NA,NA
1141,"BST1100205","6.1","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",450,15,10,NA,NA,NA
1142,"BST1100205","2.0","c","ABCO",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",170,9,12,NA,NA,NA
1143,"BST1100205","3.0","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",230,13,16,NA,NA,NA
1144,"BST1100205","1.0","c","ABCO",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",140,8,9,NA,NA,NA
1145,"BST1100205","1.5","c","ABCO",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",140,10,11,NA,NA,NA
1146,"BST1100205","3.0","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",230,13,12,NA,NA,NA
1147,"BST1100205","5.6","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",500,15,10,NA,NA,NA
1148,"BST1100210","3.2","c","ABMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",210,15,5,NA,NA,NA
1149,"BST1100210","1.0","c","PICO",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",165,10,10,NA,NA,NA
1150,"BST1100212","6.7","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",350,16,35,NA,NA,NA
1151,"BST1100212","3.1","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",200,12,16,NA,NA,NA
1152,"BST1100235","7.4","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",500,17,18,NA,NA,NA
1153,"BST1100235","3.5","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",300,13,10,NA,NA,NA
1154,"BST1100235","3.2","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",250,12,12,NA,NA,NA
1155,"BST1100235","3.4","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",250,12,12,NA,NA,NA
1156,"BST1100255","3.0","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",250,13,10,NA,NA,NA
1157,"BST1100255","4.0","c","ABMA",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",250,10,12,NA,NA,NA
1158,"BST1100255","4.0","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",250,13,12,NA,NA,NA
1159,"BST1100255","4.0","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",250,13,12,NA,NA,NA
1160,"BST1100255","6.0","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",500,15,10,NA,NA,NA
1161,"BST1100255","6.0","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",500,15,10,NA,NA,NA
1162,"BST1100255","6.0","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",500,15,10,NA,NA,NA
1163,"BST1100255","3.2","c","ABMA",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",300,10,7,NA,NA,NA
1164,"BST1100255","3.2","c","ABMA",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",300,10,7,NA,NA,NA
1165,"BST1100255","3.0","c","ABCO",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",200,8,10,NA,NA,NA
1166,"BST1100255","3.0","c","ABCO",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",200,8,10,NA,NA,NA
1167,"BST1100255","3.7","c","ABMA",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",220,10,10,NA,NA,NA
1168,"BST1100276","4.1","c","ABMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",270,12,32,NA,NA,NA
1169,"BST1100297","6.8","c","PIPO",NA,NA,NA,NA,NA,1,NA,NA,NA,"P",300,8,58,NA,NA,NA
1170,"BST1100297","5.2","c","PIPO",NA,NA,NA,NA,NA,1,NA,NA,NA,"P",300,8,58,NA,NA,NA
1171,"BST1100297","4.4","c","PIPO",NA,NA,NA,NA,1,NA,NA,NA,NA,"P",250,7,30,NA,NA,NA
1172,"BST1100363",".5","c","ABMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",117,14,7,NA,NA,NA
1173,"BST1100363","5.9","c","ABMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",300,23,6,NA,NA,NA
1174,"BST1100363","7.4","c","ABMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",400,28,5.5,NA,NA,NA
1175,"BST1100363","3.0","c","ABMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",230,16,7,NA,NA,NA
1176,"BST1100378","3.5","c","PIPO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",250,16,5,NA,NA,NA
1177,"BST1100367","","c","ABMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,16,NA,NA,NA,NA
1178,"BST1100368","1.6","c","ABMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",144,16,10,NA,NA,NA
1179,"BST1100026","6","c","PICO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",300,16,10,NA,NA,NA
1180,"BST1100026","3","c","PICO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",220,13,10,NA,NA,NA
1181,"BST1100352","3","c","ABMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",220,23,3,NA,NA,NA
1182,"BST1100331","4.5","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",430,30,3,NA,NA,NA
1183,"BST1100331","2","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",200,24,5.5,NA,NA,NA
1184,"RAL1101007","7","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",700,21,22,NA,NA,NA
1185,"RAL1101007","3","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",350,11,10,NA,NA,NA
1186,"RAL1101007","4","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",450,14,15,NA,NA,NA
1187,"RAL1101007","5","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",500,17,18,NA,NA,NA
1188,"RAL1101007","5","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",500,17,18,NA,NA,NA
1189,"RAL1101007","5","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",500,17,18,NA,NA,NA
1190,"RAL1101007","5","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",500,17,18,NA,NA,NA
1191,"RAL1100962","2","c","PIPO",NA,1,NA,NA,NA,NA,NA,NA,NA,"S",155,4,30,NA,NA,NA
1192,"RAL1100962","2","c","PIPO",NA,1,NA,NA,NA,NA,NA,NA,NA,"S",152,4,34,NA,NA,NA
1193,"RAL1100962","2","c","PIPO",NA,1,NA,NA,NA,NA,NA,NA,NA,"S",150,4,35,NA,NA,NA
1194,"RAL1101245","4.5","h","QUKE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",500,19,25,NA,NA,NA
1195,"RAL1101245","6.1","c","PIPO",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",460,9,28,NA,NA,NA
1196,"RAL1101247","6","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",900,21,22,NA,NA,NA
1197,"RAL1101247","1.6","c","PILA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",250,15,14,NA,NA,NA
1198,"RAL1101247","1.7","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",220,15,10,NA,NA,NA
1199,"RAL1101247","4.8","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",300,27,14,NA,NA,NA
1200,"RAL1101247","1.5","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",200,11,10,NA,NA,NA
1201,"RAL1101247","1.5","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",200,11,10,NA,NA,NA
1202,"RAL1101247","1.7","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",220,15,10,NA,NA,NA
1203,"RAL1101247","1.7","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",220,15,10,NA,NA,NA
1204,"RAL1101247","1.7","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",220,15,10,NA,NA,NA
1205,"RAL1101247","1.7","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",220,15,10,NA,NA,NA
1206,"RAL1101247","1.7","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",220,15,10,NA,NA,NA
1207,"RAL1101247","1.7","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",220,15,10,NA,NA,NA
1208,"RAL1101247","1.7","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",220,15,10,NA,NA,NA
1209,"RAL1101247","1.7","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",220,15,10,NA,NA,NA
1210,"RAL1101247","1.7","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",220,15,10,NA,NA,NA
1211,"RAL1101247","1.7","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",220,15,10,NA,NA,NA
1212,"RAL1101247","1.7","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",220,15,10,NA,NA,NA
1214,"RAL1101248","1.5","h","ACMA",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",260,10,22,NA,NA,NA
1215,"RAL1101248","1.8","h","CONU4",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",310,10,20,NA,NA,NA
1216,"RAL1101248","4.1","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",650,20,22,NA,NA,NA
1217,"RAL1101248","4.0","h","CONU4",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",600,11,20,NA,NA,NA
1218,"RAL1101248","5.0","h","CONU4",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",600,11,20,NA,NA,NA
1219,"RAL1101248","4.5","h","CONU4",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",600,11,20,NA,NA,NA
1220,"RAL1101248","3.0","h","CONU4",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",120,8,15,NA,NA,NA
1221,"RAL1101248","4.0","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",550,17,20,NA,NA,NA
1222,"RAL1101248","4.1","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",650,20,22,NA,NA,NA
1223,"RAL1101249","4","h","ACMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",700,12,45,NA,NA,NA
1224,"RAL1101249","4","h","ACMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",700,12,45,NA,NA,NA
1225,"RAL1101249","4","h","ACMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",700,12,45,NA,NA,NA
1226,"RAL1101249","4","h","ACMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",700,12,45,NA,NA,NA
1227,"RAL1101249","4","h","ACMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",700,12,45,NA,NA,NA
1228,"RAL1101249","4","h","ACMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",700,12,45,NA,NA,NA
1229,"RAL1101249","4","h","ACMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",700,12,45,NA,NA,NA
1230,"RAL1101249","4","h","ACMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",700,12,45,NA,NA,NA
1231,"RAL1101249","1","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",180,12,12,NA,NA,NA
1232,"RAL1101249","2","h","ACMA",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",500,7,30,NA,NA,NA
1233,"RAL1101249","2","h","ACMA",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",500,7,30,NA,NA,NA
1234,"RAL1101249","2","h","ACMA",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",500,7,30,NA,NA,NA
1235,"RAL1101249","2","h","ACMA",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",500,7,30,NA,NA,NA
1236,"RAL1101249","2","h","ACMA",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",500,7,30,NA,NA,NA
1237,"RAL1101249","2","h","ACMA",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",500,7,30,NA,NA,NA
1238,"RAL1101249","2","h","ACMA",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",500,7,30,NA,NA,NA
1239,"RAL1101249","3","h","ACMA",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",570,9,35,NA,NA,NA
1240,"RAL1101249","3.5","h","ACMA",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",600,10,40,NA,NA,NA
1241,"RAL1101249","3.5","h","ACMA",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",600,10,40,NA,NA,NA
1242,"RAL1101249","3.5","h","ACMA",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",600,10,40,NA,NA,NA
1244,"RAL1101168","1.4","c","PIPO",NA,5,NA,NA,NA,NA,NA,NA,NA,"S",205,4,56,NA,NA,NA
1248,"RAL1101246","9.2","c","PIPO",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",750,11,25,NA,NA,NA
1249,"RAL1101246","4.5","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",500,14,35,NA,NA,NA
1250,"RAL1101246","5","c","PIPO",NA,NA,2,NA,NA,NA,NA,NA,NA,"S",450,6,15,NA,NA,NA
1251,"RAL1101246","6","c","PIPO",NA,NA,NA,4,NA,NA,NA,NA,NA,"S",500,7,17,NA,NA,NA
1252,"RAL1101246","8","c","PIPO",NA,NA,NA,NA,NA,3,NA,NA,NA,"S",600,9,20,NA,NA,NA
1253,"RAL1101270","3.2","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",480,14,31,NA,NA,NA
1254,"RAL1101270","5","c","PIPO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",550,18,20,NA,NA,NA
1255,"RAL1101270","0.8","c","PIPO",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",165,8,11,NA,NA,NA
1256,"RAL1100297","7","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",600,23,4,NA,NA,NA
1257,"RAL1100388","1.1","c","PIPO",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",200,8,11,NA,NA,NA
1258,"RAL1100388","0.6","c","PILA",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",150,9,10,NA,NA,NA
1259,"RAL1100432","1","h","QUKE",NA,NA,9,NA,NA,NA,NA,NA,NA,"S",150,5,22,NA,NA,NA
1260,"FRD1100216","2.2","c","ABMA",NA,NA,NA,NA,NA,NA,NA,NA,3,"S",330,25,18,NA,NA,NA
1261,"FRD1100184","1","c","PIPO",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",190,12,13,NA,NA,NA
1262,"MOO1202104","1","h","POTR5",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",NA,8,NA,NA,NA,NA
1263,"MOO1202104","1","h","POTR5",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",NA,8,NA,NA,NA,NA
1264,"MOO1202104","1","h","POTR5",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",NA,10,NA,NA,NA,NA
1265,"MOO1202104","1","h","POTR5",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",NA,10,NA,NA,NA,NA
1266,"MOO1202104","1","h","POTR5",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",NA,8,NA,NA,NA,NA
1267,"MOO1202104","1","h","POTR5",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",NA,8,NA,NA,NA,NA
1268,"MOO1202104","2","h","POTR5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",220,14,56,NA,NA,NA
1270,"MOO1202104","2","h","POTR5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,14,NA,NA,NA,NA
1271,"MOO1202104","2","h","POTR5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,14,NA,NA,NA,NA
1272,"MOO1202104","2","h","POTR5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,14,NA,NA,NA,NA
1273,"MOO1202104","2","h","POTR5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,14,NA,NA,NA,NA
1277,"MOO1200443","7.1","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,24,NA,NA,NA,NA
1278,"MOO1200443","3.1","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,14,NA,NA,NA,NA
1279,"MOO1200434",".5","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",165,17,10,NA,NA,NA
1280,"MOO1200089","3","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,30,NA,NA,NA,NA
1281,"MOO1200089","4.8","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",550,40,25,NA,NA,NA
1282,"MOO1200089","3.3","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,43,NA,NA,NA,NA
1283,"MOO1200111","6","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",250,15,12,NA,NA,NA
1284,"MOO1200113","6","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",400,28,24,NA,NA,NA
1285,"MOO1200113","4","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,32,NA,NA,NA,NA
1286,"MOO1200113","1","c","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,23,NA,NA,NA,NA
1287,"MOO1200113","3","c","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,30,NA,NA,NA,NA
1288,"MOO1200113","5","c","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",340,40,25,NA,NA,NA
1289,"MOO1200113","1.5","c","PIPO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,13,NA,NA,NA,NA
1290,"MOO1200113","3","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,19,NA,NA,NA,NA
1291,"MOO1200113","5","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,31,NA,NA,NA,NA
1292,"MOO1200113","1.5","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,18,NA,NA,NA,NA
1293,"MOO1200113","2","c","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,27,NA,NA,NA,NA
1294,"MOO1200113","1","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,20,NA,NA,NA,NA
1295,"MOO1200113",".5","c","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,15,NA,NA,NA,NA
1296,"MOO1200113","1.5","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,20,NA,NA,NA,NA
1297,"MOO1200113","4.5","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,23,NA,NA,NA,NA
1298,"MOO1200113","2.5","c","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,22,NA,NA,NA,NA
1299,"MOO1200113","1.5","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,23,NA,NA,NA,NA
1300,"MOO1200113","4","c","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,31,NA,NA,NA,NA
1301,"MOO1200113","4","c","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,23,NA,NA,NA,NA
1302,"MOO1200113","5","c","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",310,30,30,NA,NA,NA
1303,"MOO1200113","3","c","PIPO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,21,NA,NA,NA,NA
1304,"MOO1200113","2","c","PIPO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,13,NA,NA,NA,NA
1305,"MOO1200113","6","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,24,NA,NA,NA,NA
1306,"MOO1200129","4.8","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",200,18,10,NA,NA,NA
1307,"FRD1200033","1.3","c","PIPO",NA,NA,1,NA,NA,NA,NA,NA,NA,"P",NA,5,NA,NA,NA,NA
1308,"FRD1200033","3.2","c","PIPO",NA,NA,1,NA,NA,NA,NA,NA,NA,"P",230,5,40,NA,NA,NA
1309,"FRD1200033","1.4","c","PIPO",NA,NA,1,NA,NA,NA,NA,NA,NA,"P",NA,5,NA,NA,NA,NA
1310,"FRD1200048","2","c","PIPO",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",190,5,44,NA,NA,NA
1311,"FRD1200070","1","c","PIPO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,5,NA,NA,NA,NA
1312,"FRD1200092","3.0
3.0","c","PIPO",NA,1,NA,NA,NA,NA,NA,NA,NA,"S",190,4,50,NA,NA,NA
1313,"FRD1200109","2.5","c","PIPO",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",200,5,34,NA,NA,NA
1314,"FRD1200123","1","h","QUKE",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",190,8,20,NA,NA,NA
1315,"FRD1200032","3","c","PIPO",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",230,6,36,NA,NA,NA
1316,"FRD1200032","2","c","PIPO",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",NA,6,NA,NA,NA,NA
1317,"FRD1200032","2","c","PIPO",NA,1,NA,NA,NA,NA,NA,NA,NA,"S",NA,4,NA,NA,NA,NA
1318,"FRD1200032","1.5","c","PIPO",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",NA,5,NA,NA,NA,NA
1319,"FRD1200032","1.7","c","PIPO",NA,1,NA,NA,NA,NA,NA,NA,NA,"S",NA,4,NA,NA,NA,NA
1320,"FRD1200032","1.5","c","PIPO",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",NA,5,NA,NA,NA,NA
1321,"FRD1200032","2","c","PIPO",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",NA,6,NA,NA,NA,NA
1322,"FRN1200008","6.5","c","PIPO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",410,14,10,NA,NA,NA
1323,"FRN1200017","7","h","QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,11,"S",300,11,15,NA,NA,NA
1324,"FRN1200030",".5","c","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",145,11,10,NA,NA,NA
1325,"FRN1200035","1","h","QUKE",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",165,10,38,NA,NA,NA
1326,"FRN1200035",".6","h","QUKE",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",NA,6,NA,NA,NA,NA
1327,"FRN1200035",".4","h","QUKE",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",NA,6,NA,NA,NA,NA
1328,"FRN1200036","2.6","c","PIPO",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",190,5,19,NA,NA,NA
1329,"FRN1200036","2","c","PIPO",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",NA,5,NA,NA,NA,NA
1330,"FRN1200036","2","c","PIPO",NA,1,NA,NA,NA,NA,NA,NA,NA,"S",NA,4,NA,NA,NA,NA
1331,"FRN1200090","1","c","PIPO",NA,1,NA,NA,NA,NA,NA,NA,NA,"S",151,4,31,NA,NA,NA
1332,"FRN1200221","0.5","h","QUCH2",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",200,11,15,NA,NA,NA
1333,"FRN1200221","1.5","h","QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,11,"S",NA,11,NA,NA,NA,NA
1334,"FRN1200225","6.1","h","QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",310,27,24,NA,NA,NA
1335,"FRN1200324","2","c","PIPO",NA,NA,1,NA,NA,NA,NA,NA,NA,"P",210,5,43,NA,NA,NA
1336,"FRN1200324","3","c","PIPO",NA,NA,1,NA,NA,NA,NA,NA,NA,"P",NA,5,NA,NA,NA,NA
1337,"FRN1200324","2","c","PIPO",NA,NA,1,NA,NA,NA,NA,NA,NA,"P",NA,5,NA,NA,NA,NA
1338,"FRN1200324","2.5","c","PIPO",NA,NA,1,NA,NA,NA,NA,NA,NA,"P",NA,5,NA,NA,NA,NA
1339,"FRN1200394","1.5","c","PIPO",NA,1,NA,NA,NA,NA,NA,NA,NA,"P",210,5,40,NA,NA,NA
1340,"FRN1200394","0.4","c","ABCO",NA,NA,NA,NA,NA,1,NA,NA,NA,"P",142,8,43,NA,NA,NA
1341,"FRN1200394","3.0","c","PIPO",NA,NA,1,NA,NA,NA,NA,NA,NA,"P",NA,5,NA,NA,NA,NA
1342,"FRN1200394","2","c","PIPO",NA,1,NA,NA,NA,NA,NA,NA,NA,"P",NA,NA,NA,NA,NA,NA
1343,"FRN1200394","2","c","PIPO",NA,1,NA,NA,NA,NA,NA,NA,NA,"P",NA,4,NA,NA,NA,NA
1344,"FRN1200394","2.5","c","PIPO",NA,NA,1,NA,NA,NA,NA,NA,NA,"P",NA,5,NA,NA,NA,NA
1345,"ANT1201310","5.5","c","PIPO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",280,15,10,NA,NA,NA
1346,"ANT1201585","5","c","PIPO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,16,NA,NA,NA,NA
1347,"ANT1201585","4","c","PIPO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,16,NA,NA,NA,NA
1348,"ANT1201585","6.5","c","PIPO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",510,16,30,NA,NA,NA
1349,"ANT1202039","1.5","c","PIPO",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",150,5,28,NA,NA,NA
1350,"ANT1202180","3.8","c","PIPO",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",270,21,12,NA,NA,NA
1351,"ANT1202292","5","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",NA,26,NA,NA,NA,NA
