"Regen_Plot","Fire","ID","Date","Observers","Year.of.Fire","Photos","Datum","Easting","Northing","aspect","slope","parent1","parent2","BARE","ROCK","VEG..BASAL..10.","LITT","CWD","SHRUB","GRASS","HARDWOOD","CONIFER","DEAD_OCC","LIVE_OCC","CALVEG_OBS","FIRE_SEV","HIST1","HIST2","HIST3","DUFF_cm","LITT_cm","BA_total_count","BA_live_count","BA_dead_count","NOTES","HERBS","UNDERSTORY.VEG","TREE_live.only","BAF","BA.Total1","BA.Live1","BA.Dead1","seed_tree_distance_general","fire.prefix","seed_tree_distance_conifer","seed_tree_distance_hardwood","seed_wall_distance","dominant_tree_1","dominant_tree_2","dominant_tree_3","fire_killed_trees_2.15","fire_killed_trees_15.30","fire_killed_trees_30.45","fire_killed_trees_45.60","fire_killed_trees_60.","dominant_shrub_1","dominant_shrub_2","new_or_revisit","burn_or_control","revisit_relocated_precisely","dominant_shrub_ht_cm","entered_by","entered_on","Year","firesev","dist.to.low","fire.abbr","X5yr","fire.year","notes","survey.years.post","elev.m","rad.march","x","y","tmean.post","ppt.post","ppt.post.min","tmean.normal","ppt.normal","perc.norm.ppt","perc.norm.ppt.min","diff.norm.ppt","diff.norm.ppt.min","diff.norm.tmean","diff.norm.ppt.z","diff.norm.ppt.min.z","diff.norm.tmean.z","diff.norm.tmean.max.z","diff.norm.tmean.JJA.mean.z","diff.norm.tmean.DJF.mean.z","diff.norm.tmean.JJA.max.z","diff.norm.tmean.DJF.min.z","ppt.plot.1.","ppt.plot.2.","ppt.plot.3.","ppt.plot.4.","rain.post.min","rain.post.mean","snow.post.min","snow.post.max","snow.post.mean","snow.plot.1.","snow.plot.2.","snow.plot.3.","snow.plot.4.","rain.plot.1.","rain.plot.2.","rain.plot.3.","rain.plot.4.","snow.normal","rain.normal","tot.neg.ppt.anom","tmean.post.early","ppt.post.early","ppt.post.min.early","tmean.normal.early","ppt.normal.early","perc.norm.ppt.early","perc.norm.ppt.min.early","diff.norm.ppt.early","diff.norm.ppt.min.early","diff.norm.tmean.early","diff.norm.ppt.z.early","diff.norm.ppt.min.z.early","diff.norm.tmean.z.early","diff.norm.tmean.max.z.early","diff.norm.tmean.JJA.mean.z.early","diff.norm.tmean.DJF.mean.z.early","diff.norm.tmean.JJA.max.z.early","diff.norm.tmean.DJF.min.z.early","ppt.plot.1..early","ppt.plot.2..early","ppt.plot.3..early","ppt.plot.4..early","rain.post.min.early","rain.post.mean.early","snow.post.min.early","snow.post.max.early","snow.post.mean.early","snow.plot.1..early","snow.plot.2..early","snow.plot.3..early","snow.plot.4..early","rain.plot.1..early","rain.plot.2..early","rain.plot.3..early","rain.plot.4..early","snow.normal.early","rain.normal.early","tot.neg.ppt.anom.early","seed.tree.any","FORB"
"MOO1201564","MOONLIGHT",1612,"8/7/2012 0:00:00","CP, LJ",2007,"MOO1564 JUNO","NAD83 UTM zone 10",700960.24,4453990.68,24,14,"GRANITE","",1,0,0.5,97,2,12,5,0,12,0,12,"1",1,"",NA,NA,0,1,11,11,0,"BAF 10",50,60,12,10,110,110,0,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,5,0,"MOO","Y",2007,"",5,5840.84177245584,5840.84177245584,700960.24,4453990.68,7.72470655335926,439.827222208175,369.642629416595,7.7196028767463,631.832860908798,0.696113243580823,0.585032296175477,-192.005638700623,-262.190231492203,0.00510367661296041,-0.533562112326178,-0.822182252424805,-0.00108180467905245,0.539258502802885,0.0547034387818587,-0.470122382447681,0.659707814327522,-1.26159221800503,369.642629416595,468.897733053114,480.941304154815,NA,136.253735938796,280.278305769879,54.230478570729,181.510305085586,96.6922944311251,181.510305085586,54.3360996370604,54.230478570729,NA,136.253735938796,346.301982432216,358.279198938624,NA,199.160013118251,217.717889046531,-0.177854037442059,8.00240885810772,419.270181234854,369.642629416595,7.7196028767463,631.832860908798,0.663577675640036,0.585032296175477,-212.562679673944,-262.190231492203,0.282805981361419,-0.618098843391243,-0.822182252424805,6.0190663717824e-05,0.539258502802885,0.29145543145149,-0.630174321684954,0.659707814327522,-1.26159221800503,369.642629416595,468.897733053114,NA,NA,136.253735938796,241.277859185506,54.3360996370604,181.510305085586,117.923202361323,181.510305085586,54.3360996370604,NA,NA,136.253735938796,346.301982432216,NA,NA,199.160013118251,217.717889046531,-0.309049421695622,2.4,45
"MOO1201565","MOONLIGHT",1613,"8/7/2012 0:00:00","CP, LJ",2007,"MOO1565 JUNO","NAD83 UTM zone 10",700760.74,4453977.22,120,20,"GRANITE","",0.5,0,0.5,100,0.5,12,30,0,0,5,0,"1",2,"",NA,NA,0,1,6,0,6,"BAF 20",65,70,0,20,120,0,120,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,0,"MOO","Y",2007,"",5,5453.84555144401,5453.84555144401,700760.74,4453977.22,7.73952963301422,441.351996106264,370.676211238194,7.73537357106391,630.136560883118,0.700406901462315,0.588247428015766,-188.784564776854,-259.460349644924,0.00415606195030982,-0.53314169476932,-0.823079562478541,-0.00107988436348505,0.539364561630956,0.0539125636114568,-0.470897861786941,0.660670759096396,-1.26468289158991,370.676211238194,470.471844139483,482.907932941115,NA,136.563091465645,281.307973731946,54.3310267780128,182.124553753061,96.9677039007124,182.124553753061,54.4475311710635,54.3310267780128,NA,136.563091465645,347.475403428925,359.885426301267,NA,198.55190420792,217.149047266997,-0.17771389825644,8.01776765696134,420.574027688838,370.676211238194,7.73537357106391,630.136560883118,0.667433146712542,0.588247428015766,-209.56253319428,-259.460349644924,0.282394085897435,-0.618380505622619,-0.823079562478541,6.15495736045151e-05,0.539364561630956,0.291225916862933,-0.631361794405518,0.660670759096396,-1.26468289158991,370.676211238194,470.471844139483,NA,NA,136.563091465645,242.019247447285,54.4475311710635,182.124553753061,118.286042462062,182.124553753061,54.4475311710635,NA,NA,136.563091465645,347.475403428925,NA,NA,198.55190420792,217.149047266997,-0.30919025281131,6.8,40
"MOO1201566","MOONLIGHT",1614,"8/7/2012 0:00:00","CP, LJ",2007,"MOO1566 JUNO","NAD83 UTM zone 10",700561.87,4453984.72,134,11,"GRANITE","",4,0.5,0.5,96,0.5,50,20,0,0,25,0,"1",5,"",NA,NA,0,0.5,10,0,10,"BAF 20",30,70,0,20,200,0,200,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,3,1.03188934600522,"MOO","Y",2007,"",5,5229.9068495817,5229.9068495817,700561.87,4453984.72,7.7538627831532,443.221579475013,372.047248245091,7.75145605131912,630.120489266589,0.703391790974593,0.59043826471684,-186.898909791576,-258.073241021498,0.00240673183408369,-0.532807356198757,-0.823923948878282,-0.00107623839962024,0.542472868425328,0.0518364314909692,-0.472975369277475,0.665943871194573,-1.27337682080844,372.047248245091,472.357835696075,485.259654483872,NA,136.966607571973,282.547048379204,54.4816271759172,182.982181970742,97.3652814861242,182.982181970742,54.6320353117134,54.4816271759172,NA,136.966607571973,348.8720038843,361.80253368134,NA,198.490585750407,217.097233120308,-0.177602452066252,8.03505217991018,422.202541970583,372.047248245091,7.75145605131912,630.120489266589,0.670034619032931,0.59043826471684,-207.917947296006,-258.073241021498,0.283596128591065,-0.618779229400149,-0.823923948878282,7.38798757038557e-05,0.542472868425328,0.291586594870537,-0.632259007941517,0.665943871194573,-1.27337682080844,372.047248245091,472.357835696075,NA,NA,136.966607571973,242.919305728136,54.6320353117134,182.982181970742,118.807108641228,182.982181970742,54.6320353117134,NA,NA,136.966607571973,348.8720038843,NA,NA,198.490585750407,217.097233120308,-0.309389614700075,142,15
"MOO1201569","MOONLIGHT",1615,"8/23/2012 0:00:00","AA, CP, LJ",2007,"MOO1569 JUNO","NAD83 UTM zone 10",697760.02,4453983.99,194,26,"GRANITE","",87,5,0.5,3,5,0,3,0,0.5,0,0,"1",5,"",NA,NA,0,0,6,0,6,"BAF 5.  No seed trees or nearest regen.  Only planted seedlings",3,3,0.5,5,30,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,4,36.3764497634841,"MOO","Y",2007,"",5,5552.97900523894,5552.97900523894,697760.02,4453983.99,8.26923137764388,476.612102170703,397.858687682014,8.33524069332014,683.57114785917,0.697238471318417,0.582029667179548,-206.959045688467,-285.712460177156,-0.0660093156762596,-0.527075120491121,-0.833086983079772,-0.00102475675102278,0.542776956218738,0.0312083791615657,-0.487480594594842,0.694509766069817,-1.31424925869943,397.858687682014,505.166550232018,526.811068598078,NA,144.24224873359,304.12428720538,57.1822589556676,199.295105223464,104.846822139083,199.295105223464,58.0631022381182,57.1822589556676,NA,144.24224873359,372.682415735487,395.448197147063,NA,218.227371015054,231.607688495671,-0.175691706830374,8.5652172619061,451.512618957016,397.858687682014,8.33524069332014,683.57114785917,0.660520298978501,0.582029667179548,-232.058528902154,-285.712460177156,0.229976568585956,-0.624604093147109,-0.833086983079772,0.000125354546767845,0.542776956218738,0.280614811308222,-0.649371149067702,0.694509766069817,-1.31424925869943,397.858687682014,505.166550232018,NA,NA,144.24224873359,258.462332234539,58.0631022381182,199.295105223464,128.679103730791,199.295105223464,58.0631022381182,NA,NA,144.24224873359,372.682415735487,NA,NA,218.227371015054,231.607688495671,-0.312302046573554,NA,0
"MOO1201570","MOONLIGHT",1616,"8/23/2012 0:00:00","AA, CP, LJ",2007,"MOO1570 JUNO","NAD83 UTM zone 10",697563.9,4453982.98,168,7,"GRANITE","",85,0.5,0.5,2,13,0,0,0,0.5,0,0,"1",5,"",NA,NA,0,0,3,0,3,"Only planted seedlings.",0,0.5,0.5,20,60,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,2,0,"MOO","Y",2007,"",5,5754.70557417049,5754.70557417049,697563.9,4453982.98,8.2670203399545,480.530491704762,401.134438523027,8.34346910351512,689.255761026614,0.69717297827012,0.581981988696846,-208.725269321852,-288.121322503587,-0.0764487635606237,-0.526646242360253,-0.83340321327098,-0.00101924158733036,0.549221170236423,0.026606930572002,-0.489636086096908,0.704079005588393,-1.32966582351311,401.134438523027,508.873411563018,531.583625028242,NA,145.123285945515,306.571487659003,57.5195684321616,201.414696447076,105.817326433961,201.414696447076,58.5177144226443,57.5195684321616,NA,145.123285945515,375.305765730343,399.285411301151,NA,220.458077853115,233.545196625928,-0.175548747453418,8.56880406268268,455.003925043022,401.134438523027,8.34346910351512,689.255761026614,0.660138007936728,0.581981988696846,-234.251835983591,-288.121322503587,0.225334959167563,-0.625271450454444,-0.83340321327098,0.0001467390495454,0.549221170236423,0.280408587990901,-0.648267369952837,0.704079005588393,-1.32966582351311,401.134438523027,508.873411563018,NA,NA,145.123285945515,260.214525837929,58.5177144226443,201.414696447076,129.96620543486,201.414696447076,58.5177144226443,NA,NA,145.123285945515,375.305765730343,NA,NA,220.458077853115,233.545196625928,-0.312635725227222,NA,0
"MOO1201572","MOONLIGHT",1617,"8/6/2012 0:00:00","AA, CR, MS, CP, LJ",2007,"MOO21 AA","NAD83 UTM zone 10",701569.96,4454176.41,268,26,"GRANITE","",0.5,10,0.5,90,0,21,35,0,2,1,7,"1",2,"",NA,NA,0,2,6,6,0,"BAF 20",37,60,2,20,120,120,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,2,0,"MOO","Y",2007,"",5,6642.58752758451,6642.58752758451,701569.96,4454176.41,7.70105634356107,437.922705003814,369.135279113407,7.70936565853023,643.52942295842,0.680501449320849,0.573610569997602,-205.606717954606,-274.394143845013,-0.00830931496916421,-0.535565744798541,-0.819238231660179,-0.0010834472470066,0.556908013350985,0.0480136871616074,-0.475026930119724,0.676235697276481,-1.28617956542312,369.135279113407,466.60658648494,478.026249413096,NA,136.049761679177,278.828580377162,54.3023900083516,181.528848043694,96.7939317069891,181.528848043694,54.5505570689218,54.3023900083516,NA,136.049761679177,344.541574117585,355.894405334725,NA,203.661892713913,221.182492524187,-0.178521914932847,7.99078417934287,417.870932799173,369.135279113407,7.70936565853023,643.52942295842,0.649342388850141,0.573610569997602,-225.658490159247,-274.394143845013,0.281418520812639,-0.618257254382515,-0.819238231660179,0.000111361464402467,0.556908013350985,0.292152102190462,-0.622864283845433,0.676235697276481,-1.28617956542312,369.135279113407,466.60658648494,NA,NA,136.049761679177,240.295667898381,54.5505570689218,181.528848043694,118.039702556308,181.528848043694,54.5505570689218,NA,NA,136.049761679177,344.541574117585,NA,NA,203.661892713913,221.182492524187,-0.309128627191258,1.3,2
"MOO1201573","MOONLIGHT",1618,"8/6/2012 0:00:00","AA, CR, MS, CP, LJ",2007,"MOO25 AA","NAD83 UTM zone 10",701364.39,4454177.02,232,9,"GRANITE","",1,0,0.5,99,0.5,10,15,0,5,2,5,"1",1,"",NA,NA,0,3,9,9,0,"BAF 20",21,31,5,20,180,180,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,2,0,"MOO","Y",2007,"",5,6225.53132990136,6225.53132990136,701364.39,4454177.02,7.71932197739883,439.664723842482,370.373954528223,7.71479050097828,640.820856933219,0.686096151655532,0.577968008564397,-201.156133090737,-270.446902404996,0.00453147642055374,-0.535194330081114,-0.820177429947866,-0.00107991648457321,0.545090391436204,0.0535927510102909,-0.470934548416043,0.663412001419841,-1.26504266509322,370.373954528223,468.378687097388,480.241529901835,NA,136.4167801375,279.98903763847,54.4343646694375,182.289614045148,97.1434120947794,182.289614045148,54.7062575697527,54.4343646694375,NA,136.4167801375,345.853620199752,357.696712578159,NA,202.658661260136,220.346585860923,-0.178398110027038,8.00027949117728,419.376320812805,370.373954528223,7.71479050097828,640.820856933219,0.654436128717498,0.577968008564397,-221.444536120414,-270.446902404996,0.285488990198996,-0.618637652243124,-0.820177429947866,7.56218937683164e-05,0.545090391436204,0.292008149811894,-0.626675172871429,0.663412001419841,-1.26504266509322,370.373954528223,468.378687097388,NA,NA,136.4167801375,241.135200168626,54.7062575697527,182.289614045148,118.49793580745,182.289614045148,54.7062575697527,NA,NA,136.4167801375,345.853620199752,NA,NA,202.658661260136,220.346585860923,-0.309318826121562,3,6
"MOO1201578","MOONLIGHT",1619,"8/23/2012 0:00:00","AA, CP, LJ",2007,"MOO1578 JUNO","NAD83 UTM zone 10",697560.87,4454183.45,216,18,"GRANITE","",91,4,0.5,5,0.5,0,0,0,0.5,0.5,0,"1",5,"",NA,NA,0,0,6,0,6,"BAF 5.  Only planted seedlings",0,0.5,0.5,5,30,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,3,0,"MOO","Y",2007,"",5,6030.72217698322,6030.72217698322,697560.87,4454183.45,8.19952059625216,482.038667049466,402.745885179717,8.27214816399122,686.849155879741,0.701811544679055,0.586367300202714,-204.810488830275,-284.103270700024,-0.0726275677390564,-0.526716411000492,-0.832600990357426,-0.00101967571645483,0.546114865052603,0.0257426580236333,-0.489867497541934,0.699987533832635,-1.32834705933393,402.745885179717,510.133781460097,533.236334508584,NA,145.582972656111,307.424231859677,57.8151007251423,202.652911867103,106.468972627942,202.652911867103,58.9389052915812,57.8151007251423,NA,145.582972656111,376.152315649579,400.53740727334,NA,219.768271653767,232.088888453171,-0.175572137000164,8.49969420248879,456.439833319907,402.745885179717,8.27214816399122,686.849155879741,0.664541594631914,0.586367300202714,-230.409322559834,-284.103270700024,0.22754603849757,-0.625468003550956,-0.832600990357426,0.000138291946081855,0.546114865052603,0.278493988474235,-0.648931595599141,0.699987533832635,-1.32834705933393,402.745885179717,510.133781460097,NA,NA,145.582972656111,260.867644152845,58.9389052915812,202.652911867103,130.795908579342,202.652911867103,58.9389052915812,NA,NA,145.582972656111,376.152315649579,NA,NA,219.768271653767,232.088888453171,-0.312734001775478,NA,0
"MOO1201581","MOONLIGHT",1620,"8/6/2012 0:00:00","AA, CR, MS, CP, LJ",2007,"MOO23 AA","NAD83 UTM zone 10",701375.94,4454380.21,208,44,"GRANITE","",0.5,0,4,94,2,0,4,0,75,4,75,"1",2,"",NA,NA,0,3,12,10,2,"BAF 20",4,4,75,20,240,200,40,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,2,0,"MOO","Y",2007,"",5,6184.65808541892,6184.65808541892,701375.94,4454380.21,7.75112212793008,443.286223707482,373.896847451106,7.74949847120666,647.876588016841,0.684213987519424,0.577111218967812,-204.590364309359,-273.979740565735,0.00162365672342268,-0.536206501414116,-0.81992989794278,-0.00107277552039854,0.552340484306354,0.0503445300147126,-0.473693413529917,0.67013612426101,-1.27636920188279,373.896847451106,471.671181879727,484.290641791613,NA,137.400334897468,282.206205665556,54.9459064351528,184.820868227056,98.4076334228244,184.820868227056,55.4561256062644,54.9459064351528,NA,137.400334897468,348.229322975763,360.988959123438,NA,205.537307998641,222.223323870837,-0.178735500471372,8.03734445836976,422.784014665417,373.896847451106,7.74949847120666,647.876588016841,0.652568749180402,0.577111218967812,-225.092573351424,-273.979740565735,0.287845987163095,-0.620037149556324,-0.81992989794278,9.75473177063946e-05,0.552340484306354,0.292070679577136,-0.62511551427266,0.67013612426101,-1.27636920188279,373.896847451106,471.671181879727,NA,NA,137.400334897468,242.814828936616,55.4561256062644,184.820868227056,120.13849691666,184.820868227056,55.4561256062644,NA,NA,137.400334897468,348.229322975763,NA,NA,205.537307998641,222.223323870837,-0.310018574778162,2,0
"MOO1201592","MOONLIGHT",1622,"8/23/2012 0:00:00","AA, CP, LJ",2007,"MOO1592 JUNO","NAD83 UTM zone 10",697760.8,4454383.97,100,18,"GRANITE","",2,2,0.5,76,20,0.5,5,0,0,0,0,"1",5,"",NA,NA,0,0.5,1,0,1,"BAF 5.  Salvage logging.  Planted",10,10,0,5,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,3,0.883491722836237,"MOO","Y",2007,"",5,5974.27762776053,5974.27762776053,697760.8,4454383.97,8.11159192658341,479.825826480357,401.273166557585,8.16789673697109,679.577096395713,0.706065329489795,0.59047482424853,-199.751269915356,-278.303929838128,-0.0563048103876831,-0.527389643742013,-0.83153824835529,-0.00102449448888336,0.538244906487184,0.0294741668581029,-0.487729698430107,0.687555854350609,-1.31338749788845,401.273166557585,507.878730445963,530.325582437524,NA,145.211255519092,305.94930304653,57.7987638645521,201.901417670333,106.215025424635,201.901417670333,58.9448947390197,57.7987638645521,NA,145.211255519092,374.51106408522,398.125589535277,NA,217.146846227724,228.959481183626,-0.175796547914004,8.40523023522593,454.575948501774,401.273166557585,8.16789673697109,679.577096395713,0.668910048488564,0.59047482424853,-225.001147893939,-278.303929838128,0.237333498254836,-0.625154826504656,-0.83153824835529,0.000112445774150738,0.538244906487184,0.27746332536423,-0.650102927942677,0.687555854350609,-1.31338749788845,401.273166557585,507.878730445963,NA,NA,145.211255519092,259.861159802156,58.9448947390197,201.901417670333,130.423156204676,201.901417670333,58.9448947390197,NA,NA,145.211255519092,374.51106408522,NA,NA,217.146846227724,228.959481183626,-0.312577413252328,NA,5
"MOO1201593","MOONLIGHT",1623,"8/23/2012 0:00:00","AA, CP, LJ",2007,"MOO1593 JUNO","NAD83 UTM zone 10",697560.83,4454384.58,155,15,"GRANITE","",31,1,0.5,18,50,2,0,0,0.5,0,0,"1",5,"",NA,NA,0,0,1,0,1,"BAF 5.  planted, managed area.",0,2,0.5,5,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,3,0.638945897342637,"MOO","Y",2007,"",5,7008.50414000797,7008.50414000797,697560.83,4454384.58,8.1312445230002,483.500533651462,404.320474044103,8.19983472410513,684.37371851819,0.706486120914082,0.590789013522524,-200.873184866728,-280.053244474087,-0.0685902011049269,-0.526789043067955,-0.831782594697002,-0.00102014440385711,0.542930236268534,0.0249345615420508,-0.490057350085853,0.695740473297298,-1.32683731409483,404.320474044103,511.349907793075,534.831219117207,NA,146.03278527367,308.24765993489,58.1074179247734,203.868084064605,107.110491099523,203.868084064605,59.35597130919,58.1074179247734,NA,146.03278527367,376.967404226218,401.742790304783,NA,219.051730601656,230.606613187843,-0.175596347689318,8.42974158905187,457.835190918589,404.320474044103,8.19983472410513,684.37371851819,0.668984180032361,0.590789013522524,-226.538527599601,-280.053244474087,0.22990686494674,-0.625649337852932,-0.831782594697002,0.00012963599258865,0.542930236268534,0.276576581882082,-0.649590095179649,0.695740473297298,-1.32683731409483,404.320474044103,511.349907793075,NA,NA,146.03278527367,261.500094749944,59.35597130919,203.868084064605,131.612027686898,203.868084064605,59.35597130919,NA,NA,146.03278527367,376.967404226218,NA,NA,219.051730601656,230.606613187843,-0.312824668926466,NA,0
"MOO1201608","MOONLIGHT",1624,"8/23/2012 0:00:00","AA, CP, LJ",2007,"MOO1608 JUNO","NAD83 UTM zone 10",697762.85,4454584.67,324,7,"GRANITE","",80,3,0.5,10,7,0,0,0,0.5,7,0,"1",5,"",NA,NA,0,0.5,6,0,6,"BAF 10.  Herbicide and planting.",0,0.5,0.5,10,60,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,4,41.3445899793932,"MOO","Y",2007,"",5,6710.32145487204,6710.32145487204,697762.85,4454584.67,8.07424981953722,481.423407759549,402.97543650542,8.12682327968939,677.460824236792,0.710629147156822,0.594832087832386,-196.037416477243,-274.485387731372,-0.0525734601521695,-0.527545459509548,-0.830745185654851,-0.00102375142876461,0.53958710848665,0.0285358926369778,-0.488241622106653,0.688673806061399,-1.31694327633354,402.97543650542,509.225673562841,532.069113210386,NA,145.694416895153,306.855471888528,58.1073086520066,203.20242226396,106.898761633305,203.20242226396,59.3865539839498,58.1073086520066,NA,145.694416895153,375.418747247276,399.453251523154,NA,216.565380116653,228.090037961399,-0.175848486503183,8.36883929592203,456.10055503413,402.97543650542,8.12682327968939,677.460824236792,0.673250081357782,0.594832087832386,-221.360269202661,-274.485387731372,0.242016016232645,-0.625417742104244,-0.830745185654851,0.000114830578357253,0.53958710848665,0.27734999513914,-0.649321330856131,0.688673806061399,-1.31694327633354,402.97543650542,509.225673562841,NA,NA,145.694416895153,260.556582071215,59.3865539839498,203.20242226396,131.294488123955,203.20242226396,59.3865539839498,NA,NA,145.694416895153,375.418747247276,NA,NA,216.565380116653,228.090037961399,-0.312708871052122,NA,0
"MOO1201609","MOONLIGHT",1625,"8/23/2012 0:00:00","AA, CP, LJ",2007,"MOO1609 JUNO","NAD83 UTM zone 10",697569.08,4454586.79,42,14,"GRANITE","",70,5,0.5,15,10,3,0,0,0,0,0,"1",5,"",NA,NA,0,0,3,0,3,"BAF 5.  Moved plot 5m away from road.  Herbicide and planting.",2,5,0,5,15,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,4,28.0566532120977,"MOO","Y",2007,"",5,6254.08892678388,6254.08892678388,697569.08,4454586.79,8.09679696113409,484.834062396264,405.792061434793,8.16130421275183,681.550485755685,0.71136925661302,0.595395454798718,-196.716423359421,-275.758424320892,-0.0645072516177425,-0.526886181159296,-0.830942683130042,-0.00102020965115591,0.543513809721296,0.0242685927099186,-0.490468944981924,0.695512986979159,-1.32858756601044,405.792061434793,512.444103749404,536.266022004595,NA,146.454876715347,308.990108733894,58.3903546526696,205.018221786061,107.723182333467,205.018221786061,59.7609705616707,58.3903546526696,NA,146.454876715347,377.695953610543,402.819495875791,NA,218.184533916252,229.417128864823,-0.175628727053099,8.39577110225046,459.118082592099,405.792061434793,8.16130421275183,681.550485755685,0.673637672025192,0.595395454798718,-222.432403163587,-275.758424320892,0.234466889498625,-0.625809674604462,-0.830942683130042,0.000129875498786874,0.543513809721296,0.276236788730338,-0.64882187416203,0.695512986979159,-1.32858756601044,405.792061434793,512.444103749404,NA,NA,146.454876715347,262.075415162945,59.7609705616707,205.018221786061,132.389596173866,205.018221786061,59.7609705616707,NA,NA,146.454876715347,377.695953610543,NA,NA,218.184533916252,229.417128864823,-0.312904837302231,NA,2
"MOO1201626","MOONLIGHT",1626,"8/23/2012 0:00:00","AA, CP, LJ",2007,"MOO1626 JUNO","NAD83 UTM zone 10",697762.7,4454782.62,136,10,"GRANITE","",70,3,0.5,20,7,0,0,0,0.5,0.5,0,"1",5,"",NA,NA,0,0.5,5,0,5,"BAF 5.  Managed area",0,0.5,0.5,5,25,0,25,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,4,57.9341860684034,"MOO","Y",2007,"",5,4914.42640350504,4914.42640350504,697762.7,4454782.62,8.04022266456812,483.047359842308,404.695144880374,8.0893317201423,675.446082916801,0.715153099646901,0.599152404782282,-192.398723074493,-270.750938036427,-0.049109055574176,-0.527687339619018,-0.82995667915193,-0.0010228857673552,0.541217446902862,0.0275480457203974,-0.488783120562653,0.69021563772891,-1.32088099539343,404.695144880374,510.59986187209,533.847072774459,NA,146.181898173106,307.779301667799,58.4159196242568,204.512083901536,107.585342344287,204.512083901536,59.828023507069,58.4159196242568,NA,146.181898173106,376.346331222552,400.809675607739,NA,216.021447320115,227.293736908571,-0.175895779873006,8.33595778535638,457.647503376232,404.695144880374,8.0893317201423,675.446082916801,0.677548534147919,0.599152404782282,-217.798579540569,-270.750938036427,0.246626065214086,-0.625675607620905,-0.82995667915193,0.000118009351956786,0.541217446902862,0.277332576277328,-0.648449789516143,0.69021563772891,-1.32088099539343,404.695144880374,510.59986187209,NA,NA,146.181898173106,261.264114697829,59.828023507069,204.512083901536,132.170053704302,204.512083901536,59.828023507069,NA,NA,146.181898173106,376.346331222552,NA,NA,216.021447320115,227.293736908571,-0.312837803810453,147,0
