"ID","Regen_Plot","COUNT TOTAL","Species","5yr","6yr","7yr","8yr","9yr","10yr","11yr","12yr","._sprouts","DBH (cm)","talst_age","tallest_ht_cm","tallest_lastyr_cm"
340,"BAR1111769","1","CONU4",1,,,,,,,,10,"3",5.00,200.00,35.00
341,"BAR1111530","1","QUKE",1,,,,,,,,3,,4.00,90.00,12.00
342,"BAR1111614","1","QUKE",1,,,,,,,,10,"1.5",5.00,250.00,32.00
343,"BAR1111613","1","QUKE",1,,,,,,,,4,,5.00,50.00,12.00
344,"BAR1111613","1","QUKE",1,,,,,,,,2,,5.00,40.00,10.00
345,"BAR1111613","1","QUKE",1,,,,,,,,2,,5.00,40.00,10.00
346,"BAR1111613","1","QUKE",1,,,,,,,,4,,5.00,41.00,15.00
347,"BAR1111613","1","QUKE",1,,,,,,,,2,,5.00,20.00,15.00
348,"BAR1111613","1","QUKE",1,,,,,,,,2,,5.00,30.00,10.00
349,"BAR1111613","1","QUKE",1,,,,,,,,2,,5.00,30.00,10.00
350,"BAR1111613","1","QUKE",1,,,,,,,,15,,5.00,50.00,18.00
351,"BAR1111900","1","QUGA4",1,,,,,,,,4,,5.00,100.00,28.00
352,"BAR1111947","1","ARME",1,,,,,,,,4,"2.5",5.00,270.00,61.00
353,"BAR1112231","1","ARME",1,,,,,,,,3,"3.1",5.00,300.00,35.00
354,"BAR1112231","1","ARME",1,,,,,,,,3,"2.0",5.00,250.00,24.00
355,"BAR1112231","1","ARME",1,,,,,,,,2,"2.5",5.00,250.00,14.00
356,"BAR1112231","1","ARME",1,,,,,,,,4,"3.5",5.00,400.00,22.00
357,"BAR1112231","1","ARME",1,,,,,,,,3,"3.0",5.00,400.00,20.00
358,"BAR1112087","1","QUGA4",1,,,,,,,,19,,5.00,125.00,24.00
359,"BAR1112087","1","QUGA4",1,,,,,,,,3,,5.00,63.00,12.00
360,"BAR1111984","1","ARME",1,,,,,,,,8,"3.2",5.00,350.00,62.00
361,"BAR1112021","1","QUKE",1,,,,,,,,4,"2.7",5.00,300.00,23.00
362,"BAR1112021","1","QUKE",1,,,,,,,,1,"0.5",5.00,110.00,11.00
363,"BAR1112021","1","ARME",1,,,,,,,,1,"5.0",5.00,400.00,40.00
364,"BAR1112021","1","QUKE",1,,,,,,,,3,"3.6",5.00,350.00,45.00
366,"BAR1112118","1","QUCH2",1,,,,,,,,3,,5.00,80.00,15.00
367,"BAR1112056","1","QUCH2",1,,,,,,,,3,,5.00,110.00,20.00
368,"BAR1112086","1","QUCH2",1,,,,,,,,3,,5.00,150.00,20.00
369,"BAR1112192","1","QUCH2",1,,,,,,,,5,,5.00,160.00,20.00
370,"BAR1112087","1","QUCH2",1,,,,,,,,3,,5.00,70.00,15.00
371,"BAR1112169","1","QUCH2",1,,,,,,,,3,,5.00,70.00,15.00
372,"BAR1112231","1","QUCH2",1,,,,,,,,3,,5.00,150.00,25.00
373,"BAR1112021","1","QUCH2",1,,,,,,,,1,,5.00,50.00,10.00
374,"BAR1111984","1","QUCH2",1,,,,,,,,3,,5.00,150.00,25.00
375,"RAL1100472","1","QUCH2",1,,,,,,,,4,,5.00,80.00,15.00
376,"RAL1100585","1","QUCH2",1,,,,,,,,2,,5.00,30.00,7.00
377,"RAL1100586","1","QUCH2",1,,,,,,,,1,,5.00,15.00,5.00
378,"RAL1100106","1","QUCH2",1,,,,,,,,3,,5.00,40.00,10.00
379,"RAL1100106","1","QUCH2",1,,,,,,,,1,,5.00,30.00,5.00
380,"RAL1100106","1","QUCH2",1,,,,,,,,2,,5.00,80.00,17.00
381,"RAL1100106","1","QUCH2",1,,,,,,,,2,,5.00,32.00,12.00
382,"RAL1100106","1","QUCH2",1,,,,,,,,1,,5.00,45.00,10.00
383,"RAL1100106","1","QUCH2",1,,,,,,,,1,,5.00,40.00,12.00
384,"RAL1100106","1","QUCH2",1,,,,,,,,1,,5.00,70.00,18.00
385,"RAL1100049","1","QUKE",1,,,,,,,,16,"2.3",5.00,270.00,37.00
386,"RAL1100180","1","QUCH2",1,,,,,,,,4,,5.00,70.00,14.00
387,"RAL1100180","1","QUCH2",1,,,,,,,,4,,5.00,100.00,25.00
388,"RAL1100180","1","QUCH2",1,,,,,,,,3,,5.00,50.00,12.00
389,"RAL1100180","1","QUCH2",1,,,,,,,,4,,5.00,90.00,21.00
390,"RAL1100180","1","QUCH2",1,,,,,,,,3,,5.00,65.00,28.00
391,"RAL1100254","1","QUCH2",1,,,,,,,,3,,5.00,110.00,16.00
392,"RAL1100342","1","QUKE",1,,,,,,,,5,,5.00,80.00,17.00
393,"RAL1100342","1","QUKE",1,,,,,,,,2,,5.00,55.00,10.00
394,"RAL1100390","1","QUKE",1,,,,,,,,3,,5.00,45.00,12.00
395,"RAL1100390","1","QUKE",1,,,,,,,,3,,5.00,90.00,10.00
396,"RAL1100390","1","QUKE",1,,,,,,,,3,,5.00,80.00,16.00
397,"RAL1100390","1","QUKE",1,,,,,,,,3,,5.00,145.00,22.00
398,"RAL1100390","1","QUCH2",1,,,,,,,,8,,5.00,120.00,25.00
399,"RAL1100469","1","QUKE",1,,,,,,,,10,,5.00,100.00,7.00
400,"RAL1100470","1","ACMA",1,,,,,,,,15,"3.5",5.00,400.00,4.00
401,"RAL1100471","1","QUKE",1,,,,,,,,10,,5.00,200.00,11.00
402,"RAL1100471","1","QUKE",1,,,,,,,,2,,5.00,150.00,6.00
403,"RAL1100511","1","QUKE",1,,,,,,,,15,"2.5",5.00,200.00,12.00
404,"RAL1100512","1","QUKE",1,,,,,,,,7,"2.5",5.00,230.00,23.00
405,"RAL1100547","1","QUKE",1,,,,,,,,5,"2",5.00,200.00,17.00
406,"RAL1100547","1","QUKE",1,,,,,,,,3,"2.5",5.00,300.00,17.00
407,"RAL1100547","1","QUKE",1,,,,,,,,2,"2.5",5.00,150.00,17.00
408,"RAL1100548","1","QUKE",1,,,,,,,,17,"3",5.00,350.00,30.00
409,"RAL1100548","1","QUKE",1,,,,,,,,9,"3.5",5.00,400.00,29.00
410,"RAL1100548","1","QUKE",1,,,,,,,,9,"3.5",5.00,350.00,30.00
411,"RAL1100548","1","QUKE",,,,,,,,,6,".5",2.00,180.00,10.00
412,"RAL1100548","1","QUKE",1,,,,,,,,4,"2",5.00,200.00,32.00
413,"RAL1100548","1","QUKE",1,,,,,,,,4,"1.5",5.00,200.00,29.00
415,"RAL1100549","1","QUCH2",1,,,,,,,,15,"1.7",5.00,210.00,37.00
416,"RAL1100551","1","QUKE",1,,,,,,,,5,,5.00,40.00,16.00
417,"RAL1100551","1","QUKE",1,,,,,,,,5,,5.00,70.00,16.00
418,"RAL1100590","1","QUCH2",1,,,,,,,,20,".5",5.00,180.00,20.00
419,"RAL1100626","1","QUCH2",1,,,,,,,,8,,5.00,120.00,20.00
420,"RAL1100626","1","QUKE",1,,,,,,,,13,"4.8",5.00,600.00,55.00
421,"RAL1100627","1","QUCH2",1,,,,,,,,6,,5.00,105.00,21.00
422,"RAL1100627","1","QUCH2",1,,,,,,,,9,,5.00,145.00,15.00
423,"RAL1100627","1","QUCH2",1,,,,,,,,8,,5.00,140.00,20.00
424,"RAL1100627","1","QUCH2",1,,,,,,,,8,,5.00,140.00,20.00
425,"RAL1100627","1","QUCH2",1,,,,,,,,8,,5.00,140.00,20.00
427,"RAL1101092","1","TOCA",,,,1,,,,,11,,8.00,135.00,30.00
428,"RAL1101092","1","QUKE",,,1,,,,,,4,,7.00,70.00,18.00
429,"RAL1101049","1","QUKE",,,,,,,,,2,,2.00,65.00,50.00
430,"RAL1101006","1","QUCH2",1,,,,,,,,1,,5.00,45.00,11.00
431,"RAL1101007","1","QUCH2",1,,,,,,,,4,,5.00,25.00,7.00
432,"RAL1101050","1","QUKE",,,1,,,,,,9,,7.00,168.00,22.00
433,"RAL1101050","1","QUCH2",,1,,,,,,,3,,6.00,25.00,8.00
434,"RAL1100963","1","QUKE",,,,1,,,,,8,"3.5",8.00,480.00,40.00
435,"RAL1101005","1","QUKE",,,,1,,,,,6,"3.6",8.00,250.00,38.00
436,"RAL1101091","1","QUKE",,,,1,,,,,2,"0.8",8.00,170.00,29.00
437,"RAL1101091","1","CONU4",1,,,,,,,,3,,5.00,120.00,21.00
438,"RAL1101134","1","QUKE",,,,1,,,,,1,"2.6",8.00,250.00,31.00
439,"RAL1101245","1","QUKE",1,,,,,,,,11,"1.5",5.00,240.00,35.00
440,"RAL1101245","1","QUCH2",1,,,,,,,,1,,5.00,45.00,10.00
441,"RAL1101168","1","QUKE",,,,1,,,,,3,,8.00,300.00,42.00
442,"RAL1101246","1","QUKE",1,,,,,,,,3,,5.00,130.00,15.00
443,"RAL1100388","2","ACMA",,,,,,,,2,4,"3.0",12.00,500.00,40.00
444,"RAL1100388","1","ACMA",,,,,,,,,2,"3.5",19.00,700.00,20.00
445,"RAL1100387","1","ACMA",,,,,,,,1,3,"1",12.00,270.00,35.00
446,"RAL1100387","1","CONU4",1,,,,,,,,6,"0.5",5.00,210.00,53.00
447,"RAL1100473","5","QUKE",,,,,,,,5,4,"1.3",12.00,210.00,17.00
448,"RAL1100473","1","QUCH2",1,,,,,,,,2,,5.00,60.00,15.00
449,"RAL1100516","2","QUCH2",2,,,,,,,,3,,5.00,55.00,16.00
450,"RAL1100436","1","QUKE",,,,,,,1,,8,"1.8",11.00,250.00,20.00
451,"RAL1100436","1","QUKE",1,,,,,,,,2,,5.00,75.00,13.00
452,"RAL1100436","1","QUKE",,1,,,,,,,10,,6.00,110.00,23.00
453,"RAL1100436","1","QUCH2",1,,,,,,,,2,,5.00,55.00,10.00
454,"RAL1100435","1","QUKE",,,1,,,,,,4,,75.00,7.00,8.00
455,"RAL1100143","1","QUCH2",1,,,,,,,,2,,5.00,50.00,22.00
456,"RAL1100143","1","QUCH2",1,,,,,,,,2,,5.00,75.00,15.00
457,"RAL1100143","1","QUCH2",1,,,,,,,,3,,5.00,120.00,25.00
458,"RAL1100341","1","QUKE",1,,,,,,,,1,,5.00,30.00,8.00
459,"MOO1200291","1","POTR5",,,,,,,,,3,"1.5",5.00,280.00,39.00
460,"MOO1200291","1","POTR5",,,,,,,,,12,"3.3",5.00,400.00,37.00
461,"MOO1200291","1","POTR5",,,,,,,,,3,"3.0",5.00,350.00,33.00
462,"MOO1200291","1","POTR5",,,,,,,,,8,"0.3",5.00,150.00,42.00
463,"MOO1200291","1","POTR5",,,,,,,,,6,"3.2",5.00,400.00,31.00
464,"MOO1200291","1","POTR5",,,,,,,,,2,"1.6",5.00,240.00,53.00
465,"MOO1200291","1","POTR5",,,,,,,,,2,"4.5",5.00,450.00,42.00
466,"MOO1200291","1","POTR5",,,,,,,,,11,"2.7",5.00,250.00,65.00
468,"FRD1200047","1","QUCH2",,,,,,,,,11,,8.00,80.00,12.00
469,"FRD1200047","1","QUCH2",,,,,,,,,4,,8.00,80.00,11.00
470,"FRD1200048","1","QUCH2",,,,,,,,,5,"1",8.00,145.00,35.00
471,"FRD1200050","1","QUCH2",,,,,,,,,15,,8.00,139.00,19.00
472,"FRD1200050","1","QUCH2",,,,,,,,,10,,8.00,130.00,15.00
473,"FRD1200060","1","QUCH2",,,,,,,,,9,,8.00,110.00,13.00
474,"FRD1200061","1","QUCH2",,,,,,,,,8,"1",8.00,160.00,12.00
475,"FRD1200063","1","QUCH2",,,,,,,,,4,,8.00,45.00,14.00
476,"FRD1200063","1","QUCH2",,,,,,,,,13,"1",8.00,175.00,20.00
477,"FRD1200063","1","QUCH2",,,,,,,,,8,,8.00,70.00,15.00
478,"FRD1200065","1","QUCH2",,,,,,,,,19,"1.8",8.00,215.00,13.00
479,"FRD1200065","1","QUCH2",,,,,,,,,3,"1.5",8.00,195.00,18.00
480,"FRD1200070","1","QUCH2",,,,,,,,,7,"1",8.00,160.00,15.00
481,"FRD1200070","1","QUCH2",,,,,,,,,4,"1",8.00,200.00,16.00
482,"FRD1200070","1","QUCH2",,,,,,,,,3,,8.00,180.00,11.00
483,"FRD1200070","1","QUCH2",,,,,,,,,9,,8.00,124.00,8.00
484,"FRD1200082","1","QUCH2",,,,,,,,,15,"3",8.00,200.00,19.00
485,"FRD1200082","1","QUCH2",,,,,,,,,4,"1",8.00,180.00,16.00
486,"FRD1200082","1","QUCH2",,,,,,,,,6,"2",8.00,200.00,15.00
487,"FRD1200082","1","QUCH2",,,,,,,,,3,"2",8.00,200.00,20.00
488,"FRD1200082","1","QUCH2",,,,,,,,,8,"3",8.00,250.00,21.00
489,"FRD1200082","1","QUCH2",,,,,,,,,22,"4",8.00,315.00,25.00
490,"FRD1200082","1","QUCH2",,,,,,,,,9,"3",8.00,210.00,22.00
491,"FRD1200083","1","QUCH2",,,,,,,,,23,"1.8",8.00,220.00,21.00
492,"FRD1200084","1","QUCH2",,,,,,,,,18,"2.0",8.00,210.00,18.00
493,"FRD1200085","1","QUCH2",,,,,,,,,3,,8.00,53.00,8.00
494,"FRD1200090","1","QUCH2",,,,,,,,,5,"1.8",8.00,220.00,32.00
495,"FRD1200090","1","QUCH2",,,,,,,,,19,"0.5",8.00,160.00,13.00
496,"FRD1200090","1","QUCH2",,,,,,,,,9,"2",8.00,250.00,30.00
497,"FRD1200090","1","QUCH2",,,,,,,,,6,"0.8",8.00,177.00,17.00
498,"FRD1200090","1","QUCH2",,,,,,,,,6,"1.8",8.00,190.00,9.00
499,"FRD1200092","1","QUCH2",,,,,,,,,3,,8.00,50.00,14.00
500,"FRD1200093","1","QUCH2",,,,,,,,,2,,8.00,92.00,5.00
501,"FRD1200093","1","QUCH2",,,,,,,,,2,,8.00,132.00,16.00
502,"FRD1200102","1","QUCH2",,,,,,,,,9,"1.7",8.00,220.00,40.00
503,"FRD1200102","1","QUCH2",,,,,,,,,3,"1.5",8.00,200.00,9.00
504,"FRD1200103","1","QUCH2",,,,,,,,,6,,8.00,130.00,12.00
505,"FRD1200103","1","QUCH2",,,,,,,,,9,"1.5",8.00,190.00,10.00
506,"FRD1200103","1","QUCH2",,,,,,,,,6,,8.00,15.00,11.00
507,"FRD1200103","1","QUCH2",,,,,,,,,10,"4",8.00,230.00,8.00
508,"FRD1200103","1","QUCH2",,,,,,,,,3,,8.00,140.00,7.00
509,"FRD1200104","1","QUCH2",,,,,,,,,4,,8.00,30.00,8.00
510,"FRD1200104","1","QUCH2",,,,,,,,,11,,8.00,110.00,20.00
511,"FRD1200105","1","QUCH2",,,,,,,,,16,"10",8.00,580.00,33.00
512,"FRD1200105","1","QUCH2",,,,,,,,,8,"2",8.00,250.00,41.00
513,"FRD1200105","1","QUCH2",,,,,,,,,18,"5",8.00,420.00,29.00
514,"FRD1200106","1","QUKE",,,,,,,,,31,"4.4",8.00,450.00,45.00
515,"FRD1200106","1","QUCH2",,,,,,,,,10,"2.5",8.00,210.00,30.00
516,"FRD1200107","1","QUCH2",,,,,,,,,6,"1.3",8.00,163.00,14.00
517,"FRD1200107","1","QUCH2",,,,,,,,,11,"3.7",8.00,320.00,31.00
518,"FRD1200109","1","QUCH2",,,,,,,,,8,"1.5",8.00,185.00,20.00
519,"FRD1200109","1","QUCH2",,,,,,,,,9,"1.4",8.00,220.00,22.00
520,"FRD1200117","1","QUCH2",,,,,,,,,26,"2.6",8.00,220.00,22.00
521,"FRD1200125","1","QUKE",,,,1,,,,,19,"5",8.00,380.00,7.00
522,"FRD1200125","1","QUCH2",,,,1,,,,,17,"2",8.00,230.00,21.00
523,"FRD1200125","1","QUCH2",,,,1,,,,,9,"2.3",8.00,300.00,29.00
524,"FRD1200124","1","QUKE",,,,,,,,,12,"8",8.00,420.00,19.00
525,"FRD1200124","1","QUCH2",,,,,,,,,8,"1.6",8.00,140.00,11.00
526,"FRD1200126","1","QUCH2",,,,,,,,,11,,8.00,128.00,14.00
527,"FRD1200126","1","QUCH2",,,,,,,,,14,"1",8.00,164.00,13.00
528,"FRD1200130","1","QUCH2",,,,,,,,,37,"0.8",8.00,150.00,37.00
529,"FRD1200134","1","QUCH2",,,,,,,,,26,"3",8.00,230.00,19.00
530,"FRD1200135","1","QUCH2",,,,,,,,,8,,8.00,85.00,11.00
531,"FRD1200135","1","QUCH2",,,,,,,,,6,,8.00,130.00,27.00
532,"FRD1200183","1","QUCH2",,,,,,,,,6,"0.5",8.00,160.00,19.00
533,"FRD1200183","1","QUCH2",,,,,,,,,3,,8.00,84.00,16.00
534,"FRD1200183","1","QUCH2",,,,,,,,,6,,8.00,47.00,13.00
535,"FRD1200183","1","QUCH2",,,,,,,,,5,,8.00,110.00,15.00
536,"FRD1200229","1","QUCH2",,,,,,,,,6,,8.00,42.00,7.00
537,"FRD1200268","1","QUCH2",,,,,,,,,6,,8.00,75.00,11.00
538,"FRD1200271","1","QUCH2",,,,,,,,,9,"1",8.00,160.00,12.00
539,"FRD1200302","1","QUCH2",,,,,,,,,6,".25",8.00,145.00,11.00
540,"FRD1200302","1","QUCH2",,,,,,,,,4,,8.00,110.00,11.00
541,"FRN1200002","1","QUCH2",,,,,,,,,11,"2.5",8.00,210.00,21.00
542,"FRN1200008","1","QUCH2",,,,,,,,,4,,8.00,80.00,25.00
543,"FRN1200013","1","QUCH2",,,,,,,,,3,,8.00,80.00,13.00
544,"FRN1200017","1","QUCH2",,,,,,,,,5,,8.00,51.00,13.00
545,"FRN1200017","1","QUCH2",,,,,,,,,4,,8.00,110.00,13.00
546,"FRN1200018","1","QUCH2",,,,,,,,,3,,8.00,95.00,30.00
547,"FRN1200019","1","QUCH2",,,,,,,,,2,,8.00,60.00,11.00
548,"FRN1200019","1","QUCH2",,,,,,,,,3,,8.00,90.00,12.00
549,"FRN1200019","1","QUCH2",,,,,,,,,3,,8.00,50.00,10.00
550,"FRN1200024","1","QUCH2",,,,,,,,,6,"2",8.00,220.00,11.00
551,"FRN1200028","1","QUCH2",,,,,,,,,13,"2",8.00,225.00,12.00
552,"FRN1200030","1","QUCH2",,,,,,,,,5,,8.00,40.00,5.00
553,"FRN1200030","1","QUCH2",,,,,,,,,9,,8.00,90.00,7.00
554,"FRN1200030","1","QUCH2",,,,,,,,,7,,8.00,44.00,7.00
555,"FRN1200030","1","QUCH2",,,,,,,,,9,,8.00,46.00,6.00
556,"FRN1200030","1","QUCH2",,,,,,,,,3,,8.00,25.00,11.00
557,"FRN1200030","1","QUCH2",,,,,,,,,4,,8.00,90.00,7.00
558,"FRN1200034","1","QUCH2",,,,,,,,,4,,8.00,30.00,8.00
559,"FRN1200034","1","QUCH2",,,,,,,,,15,,8.00,74.00,11.00
560,"FRN1200034","1","QUCH2",,,,,,,,,7,,8.00,130.00,11.00
561,"FRN1200034","1","QUCH2",,,,,,,,,5,,8.00,85.00,13.00
562,"FRN1200034","1","QUCH2",,,,,,,,,6,,8.00,60.00,12.00
563,"FRN1200034","1","QUCH2",,,,,,,,,5,,8.00,110.00,9.00
564,"FRN1200034","1","QUCH2",,,,,,,,,6,,8.00,90.00,12.00
565,"FRN1200034","1","QUCH2",,,,,,,,,2,,8.00,220.00,50.00
566,"FRN1200041","1","QUCH2",,,,,,,,,6,,8.00,38.00,10.00
567,"FRN1200049","1","QUCH2",,,,,,,,,7,,8.00,100.00,5.00
568,"FRN1200049","1","QUCH2",,,,,,,,,14,"1",8.00,160.00,15.00
569,"FRN1200049","1","QUCH2",,,,,,,,,3,,8.00,80.00,14.00
570,"FRN1200049","1","QUCH2",,,,,,,,,6,,8.00,95.00,7.00
571,"FRN1200051","1","QUCH2",,,,,,,,,3,,8.00,125.00,8.00
572,"FRN1200051","1","QUCH2",,,,,,,,,1,,8.00,55.00,12.00
573,"FRN1200070","1","QUCH2",,,,,,,,,18,,8.00,130.00,16.00
574,"FRN1200090","1","QUCH2",,,,,,,,,7,,8.00,130.00,15.00
575,"FRN1200090","1","QUCH2",,,,,,,,,6,"1",8.00,180.00,9.00
576,"FRN1200090","1","QUKE",,,,,,,,,18,"5.5",8.00,440.00,32.00
577,"FRN1200091","1","QUCH2",,,,,,,,,4,,8.00,82.00,14.00
578,"FRN1200091","1","QUCH2",,,,,,,,,10,"1.7",8.00,190.00,30.00
579,"FRN1200091","1","QUCH2",,,,,,,,,25,"2",8.00,220.00,10.00
580,"FRN1200091","1","QUCH2",,,,,,,,,11,"1.8",8.00,220.00,23.00
581,"FRN1200091","1","QUCH2",,,,,,,,,5,"1.5",8.00,230.00,19.00
582,"FRN1200131","1","QUCH2",,,,,,,,,3,,8.00,55.00,10.00
583,"FRN1200131","1","QUCH2",,,,,,,,,3,,8.00,30.00,10.00
584,"FRN1200131","1","QUCH2",,,,,,,,,5,,8.00,32.00,9.00
585,"FRN1200132","1","QUCH2",,,,,,,,,3,,8.00,76.00,8.00
586,"FRN1200132","1","QUCH2",,,,,,,,,4,,8.00,85.00,12.00
587,"FRN1200136","1","QUCH2",,,,,,,,,8,"2.5",8.00,290.00,25.00
588,"FRN1200136","1","QUCH2",,,,,,,,,5,"1.8",8.00,225.00,30.00
589,"FRN1200138","1","QUCH2",,,,,,,,,8,,8.00,88.00,14.00
590,"FRN1200138","1","QUCH2",,,,,,,,,6,,8.00,94.00,9.00
591,"FRN1200172","1","QUCH2",,,,,,,,,8,,8.00,65.00,12.00
592,"FRN1200172","1","QUCH2",,,,,,,,,3,,8.00,70.00,20.00
593,"FRN1200180","1","QUCH2",,,,,,,,,3,"1",8.00,190.00,30.00
594,"FRN1200180","1","QUCH2",,,,,,,,,5,"1",8.00,190.00,22.00
595,"FRN1200180","1","QUCH2",,,,,,,,,2,"1",8.00,170.00,15.00
596,"FRN1200184","1","QUCH2",,,,,,,,,5,,8.00,130.00,15.00
597,"FRN1200184","1","QUCH2",,,,,,,,,6,,8.00,90.00,21.00
598,"FRN1200186","1","QUCH2",,,,,,,,,3,,8.00,90.00,7.00
599,"FRN1200186","1","QUCH2",,,,,,,,,2,,8.00,35.00,10.00
600,"FRN1200186","1","QUCH2",,,,,,,,,4,,8.00,45.00,10.00
601,"FRN1200305","1","QUCH2",,,,,,,,,5,"1.5",8.00,200.00,15.00
602,"FRN1200307","1","QUCH2",,,,,,,,,5,,8.00,40.00,7.00
603,"FRN1200307","1","QUCH2",,,,,,,,,2,,8.00,50.00,10.00
604,"FRN1200307","1","QUCH2",,,,,,,,,7,,8.00,85.00,11.00
605,"FRN1200307","1","QUCH2",,,,,,,,,8,,8.00,110.00,9.00
606,"FRN1200014","1","QUCH2",,,,,,,,,3,,8.00,130.00,30.00
607,"FRN1200014","1","QUCH2",,,,,,,,,21,"1",8.00,220.00,22.00
608,"FRN1200014","1","QUCH2",,,,,,,,,7,"2",8.00,210.00,24.00
609,"FRN1200014","1","QUCH2",,,,,,,,,7,"1.4",8.00,190.00,24.00
610,"FRN1200014","1","QUCH2",,,,,,,,,13,"2.5",8.00,240.00,26.00
611,"FRN1200014","1","QUCH2",,,,,,,,,6,"2",8.00,300.00,24.00
612,"FRN1200037","1","QUCH2",,,,,,,,,16,,8.00,130.00,13.00
613,"FRD1200056","1","QUCH2",,,,,,,,,2,,8.00,55.00,9.00
614,"FRD1200056","1","QUCH2",,,,,,,,,5,,8.00,85.00,22.00
615,"FRD1200056","1","QUCH2",,,,,,,,,16,"3",8.00,150.00,17.00
616,"FRD1200056","1","QUCH2",,,,,,,,,15,"1.6",8.00,225.00,19.00
617,"FRD1200058","1","QUKE",,,,,,,,,12,"5",8.00,300.00,5.00
618,"FRD1200058","1","QUCH2",,,,,,,,,15,"3",8.00,200.00,20.00
619,"FRD1200058","1","QUKE",,,,,,,,,10,"5",8.00,300.00,12.00
620,"FRD1200058","1","QUCH2",,,,,,,,,3,,8.00,65.00,6.00
621,"FRD1200066","1","QUCH2",,,,,,,,,8,"1.5",8.00,220.00,12.00
622,"FRD1200069","1","QUCH2",,,,,,,,,6,,8.00,110.00,11.00
623,"FRD1200069","1","QUCH2",,,,,,,,,5,,8.00,90.00,10.00
624,"FRD1200069","1","QUCH2",,,,,,,,,3,,8.00,60.00,5.00
625,"FRD1200069","1","QUCH2",,,,,,,,,29,"1.8",8.00,220.00,12.00
626,"FRD1200071","1","QUCH2",,,,,,,,,7,"2",8.00,200.00,17.00
627,"FRD1200108","1","QUCH2",,,,,,,,,4,,8.00,115.00,29.00
628,"FRD1200108","1","QUKE",,,,,,,,,1,"2.4",8.00,250.00,22.00
629,"FRN1200007","1","QUCH2",,,,,,,,,10,,8.00,100.00,19.00
630,"FRN1200007","1","QUCH2",,,,,,,,,8,".5",8.00,150.00,30.00
631,"FRN1200029","1","QUCH2",,,,,,,,,5,,8.00,44.00,8.00
632,"FRN1200029","1","QUCH2",,,,,,,,,5,,8.00,58.00,19.00
633,"FRN1200137","1","QUKE",,,,,,,,,21,"3.1",8.00,325.00,31.00
634,"FRN1200137","1","QUCH2",,,,,,,,,11,"1",8.00,180.00,29.00
635,"FRN1200137","1","QUCH2",,,,,,,,,4,".5",8.00,160.00,18.00
636,"FRN1200137","1","QUKE",,,,,,,,,12,"3.5",8.00,380.00,31.00
637,"FRN1200230","1","QUCH2",,,,,,,,,6,,8.00,170.00,23.00
638,"FRN1200232","1","QUCH2",,,,,,,,,6,,8.00,110.00,22.00
640,"FRN1200308","1","QUCH2",,,,,,,,,9,,8.00,65.00,10.00
641,"BUT1200114","1","QUKE",,,,,,,,,8,"1",,210.00,
642,"BUT1200070","1","QUKE",1,,,,,,,,31,"1",5.00,270.00,15.00
643,"BUT1200070","1","QUKE",1,,,,,,,,70,"1.5",5.00,330.00,20.00
644,"BUT1200081","1","QUKE",1,,,,,,,,9,"2",5.00,250.00,19.00
645,"BUT1200081","1","QUKE",1,,,,,,,,8,"1.5",5.00,240.00,31.00
646,"BUT1200097","1","QUKE",,,,,1,,,,5,"1",5.00,140.00,15.00
647,"BUT1200093","1","QUKE",1,,,,,,,,41,"1",5.00,230.00,37.00
648,"BUT1200093","1","QUKE",1,,,,,,,,31,"1",5.00,290.00,40.00
649,"BUT1200091","1","QUKE",1,,,,,,,,4,,5.00,150.00,42.00
650,"BUT1200110","1","QUKE",1,,,,,,,,9,,5.00,130.00,18.00
651,"BUT1200114","1","QUCH2",1,,,,,,,,7,"1",5.00,200.00,34.00
652,"BUT1200121","1","QUKE",1,,,,,,,,12,"1",5.00,160.00,30.00
653,"BUT1200135","1","QUKE",1,,,,,,,,9,"1",5.00,290.00,30.00
654,"BUT1200136","1","QUKE",1,,,,,,,,5,"1",5.00,190.00,28.00
655,"SLD1200045","1","QUKE",,,,,,,,,14,,5.00,2.60,15.00
656,"SLD1200046","1","QUKE",1,,,,,,,,3,,5.00,130.00,18.00
657,"SLD1200053","1","QUKE",1,,,,,,,,5,,5.00,180.00,20.00
658,"SLD1200054","1","QUKE",1,,,,,,,,13,,5.00,240.00,46.00
659,"SLD1200061","1","QUCH2",1,,,,,,,,3,,5.00,50.00,11.00
660,"SLD1200066","1","QUCH2",1,,,,,,,,6,"1",5.00,180.00,22.00
661,"SLD1200069","1","QUKE",,,,,,,,,3,,5.00,98.00,20.00
662,"SLD1200070","1","QUKE",1,,,,,,,,4,,5.00,130.00,20.00
663,"SLD1200075","1","QUKE",1,,,,,,,,5,"1",5.00,220.00,32.00
664,"SLD1200075","1","QUKE",1,,,,,,,,10,"1.5",5.00,290.00,44.00
665,"SLD1200075","1","QUKE",1,,,,,,,,7,"1.5",5.00,230.00,21.00
666,"SLD1200078","1","QUKE",1,,,,,,,,3,,5.00,160.00,42.00
667,"SLD1200079","1","QUKE",1,,,,,,,,17,,5.00,380.00,38.00
668,"SLD1200079","1","QUKE",1,,,,,,,,15,,5.00,330.00,32.00
669,"SLD1200081","1","QUKE",1,,,,,,,,10,,5.00,330.00,85.00
670,"SLD1200081","11","QUKE",1,,,,,,,,4,,5.00,110.00,30.00
671,"SLD1200081","1","QUKE",1,,,,,,,,4,,5.00,130.00,26.00
